Record,DATE, TIME, LOW_ALARM_LIMIT, SET_TEMP, HIGH_ALARM_LIMIT, TEMP_1, TEMP_2, TEMP_3, TEMP_4,TEMP_5, TEMP_6
         1,2024-12-02,16:00:02.003,   2.000000E+01,   2.500000E+01,   6.000000E+01,   2.330000E+01,   2.420000E+01,   2.450000E+01,   2.440000E+01,   0.000000E+00,   0.000000E+00
