Record,DATE, TIME, LOW_ALARM_LIMIT, SET_TEMP, HIGH_ALARM_LIMIT, TEMP_1, TEMP_2, TEMP_3, TEMP_4,TEMP_5, TEMP_6
         1,2024-12-02,15:35:02.002,   2.000000E+01,   2.600000E+01,   6.000000E+01,   2.250000E+01,   2.300000E+01,   2.300000E+01,   2.330000E+01,   0.000000E+00,   0.000000E+00
         2,2024-12-02,15:40:02.003,   2.000000E+01,   2.600000E+01,   6.000000E+01,   2.250000E+01,   2.300000E+01,   2.300000E+01,   2.330000E+01,   0.000000E+00,   0.000000E+00
